Pressure,Permeability,Thickness,Inclination,WGR,GasFlow
0.9,500,10,0,10,25.4
0.9,500,10,0,40,22.3
0.9,500,10,0,70,20.6
0.9,500,10,0,100,19.2
0.9,500,10,30,0,27.5
0.9,500,10,30,5,25.1
0.9,500,10,30,10,23.7
0.9,500,10,30,40,20.8
0.9,500,10,30,70,19.1
0.9,500,10,30,100,17.9
0.9,500,10,60,0,21.4
0.9,500,10,60,5,19.0
0.9,500,10,60,10,17.9
0.9,500,10,60,40,15.7
0.9,500,10,60,70,14.3
0.9,500,10,60,100,13.3
0.9,500,20,0,0,30.3
0.9,500,20,0,5,27.6
0.9,500,20,0,10,26.1
0.9,500,20,0,40,22.9
0.9,500,20,0,70,21.0
0.9,500,20,0,100,19.5
0.9,500,20,30,0,28.3
0.9,500,20,30,5,25.7
0.9,500,20,30,10,24.3
0.9,500,20,30,40,21.3
0.9,500,20,30,70,19.5
0.9,500,20,30,100,18.2
0.9,500,20,60,0,21.9
0.9,500,20,60,5,19.4
0.9,500,20,60,10,18.3
0.9,500,20,60,40,16.0
0.9,500,20,60,70,14.6
0.9,500,20,60,100,13.5
0.9,500,50,0,0,30.8
0.9,500,50,0,5,28.1
0.9,500,50,0,10,26.5
0.9,500,50,0,40,23.2
0.9,500,50,0,70,21.3
0.9,500,50,0,100,19.8
0.9,500,50,30,0,28.8
0.9,500,50,30,5,26.1
0.9,500,50,30,10,24.6
0.9,500,50,30,40,21.5
0.9,500,50,30,70,19.8
0.9,500,50,30,100,18.4
0.9,500,50,60,0,22.2
0.9,500,50,60,5,19.6
0.9,500,50,60,10,18.4
0.9,500,50,60,40,16.2
0.9,500,50,60,70,14.7
0.9,500,50,60,100,13.6
0.9,1000,1,0,0,19.5
0.9,1000,1,0,5,18.4
0.9,1000,1,0,10,17.8
0.9,1000,1,0,40,16.5
0.9,1000,1,0,70,15.7
0.9,1000,1,0,100,15.0
0.9,1000,1,30,0,18.9
0.9,1000,1,30,5,17.7
0.9,1000,1,30,10,17.1
0.9,1000,1,30,40,15.8
0.9,1000,1,30,70,14.9
0.9,1000,1,30,100,14.2
0.9,1000,1,60,0,16.3
0.9,1000,1,60,5,14.8
0.9,1000,1,60,10,14.2
0.9,1000,1,60,40,12.9
0.9,1000,1,60,70,12.1
0.9,1000,1,60,100,11.4
0.9,1000,5,0,0,29.2
0.9,1000,5,0,5,26.7
0.9,1000,5,0,10,25.3
0.9,1000,5,0,40,22.2
0.9,1000,5,0,70,20.5
0.9,1000,5,0,100,19.1
0.9,1000,5,30,0,27.4
0.9,1000,5,30,5,24.9
0.9,1000,5,30,10,23.6
0.9,1000,5,30,40,20.7
0.9,1000,5,30,70,19.1
0.9,1000,5,30,100,17.8
0.9,1000,5,60,0,21.3
0.9,1000,5,60,5,19.0
0.9,1000,5,60,10,17.9
0.9,1000,5,60,40,15.7
0.9,1000,5,60,70,14.3
0.9,1000,5,60,100,13.2
0.9,1000,10,0,0,30.3
0.9,1000,10,0,5,27.6
0.9,1000,10,0,10,26.1
0.9,1000,10,0,40,22.8
0.9,1000,10,0,70,21.0
0.9,1000,10,0,100,19.5
0.9,1000,10,30,0,28.3
0.9,1000,10,30,5,25.7
0.9,1000,10,30,10,24.3
0.9,1000,10,30,40,21.2
0.9,1000,10,30,70,19.5
0.9,1000,10,30,100,18.2
0.9,1000,10,60,0,21.9
0.9,1000,10,60,5,19.4
0.9,1000,10,60,10,18.2
0.9,1000,10,60,40,16.0
0.9,1000,10,60,70,14.6
0.9,1000,10,60,100,13.5
0.9,1000,20,0,0,30.7
0.9,1000,20,0,5,28.0
0.9,1000,20,0,10,26.4
0.9,1000,20,0,40,23.1
0.9,1000,20,0,70,21.2
0.9,1000,20,0,100,19.7
0.9,1000,20,30,0,28.7
0.9,1000,20,30,5,26.0
0.9,1000,20,30,10,24.6
0.9,1000,20,30,40,21.5
0.9,1000,20,30,70,19.7
0.9,1000,20,30,100,18.3
0.9,1000,20,60,0,22.1
0.9,1000,20,60,5,19.6
0.9,1000,20,60,10,18.4
0.9,1000,20,60,40,16.1
0.9,1000,20,60,70,14.7
0.9,1000,20,60,100,13.6
0.9,1000,50,0,0,31.0
0.9,1000,50,0,5,28.2
0.9,1000,50,0,10,26.6
0.9,1000,50,0,40,23.3
0.9,1000,50,0,70,21.4
0.9,1000,50,0,100,19.8
0.9,1000,50,30,0,28.9
0.9,1000,50,30,5,26.2
0.9,1000,50,30,10,24.8
0.9,1000,50,30,40,21.6
0.9,1000,50,30,70,19.8
0.9,1000,50,30,100,18.4
0.9,1000,50,60,0,22.2
0.9,1000,50,60,5,19.7
0.9,1000,50,60,10,18.5
0.9,1000,50,60,40,16.2
0.9,1000,50,60,70,14.8
0.9,1000,50,60,100,13.6
0.9,3000,1,0,0,26.3
0.9,3000,1,0,5,24.4
0.9,3000,1,0,10,23.2
0.9,3000,1,0,40,20.8
0.9,3000,1,0,70,19.3
0.9,3000,1,0,100,18.1
0.9,3000,1,30,0,25.0
0.9,3000,1,30,5,23.0
0.9,3000,1,30,10,21.8
0.9,3000,1,30,40,19.5
0.9,3000,1,30,70,18.1
0.9,3000,1,30,100,17.0
0.9,3000,1,60,0,20.1
0.9,3000,1,60,5,18.0
0.9,3000,1,60,10,17.0
0.9,3000,1,60,40,15.0
0.9,3000,1,60,70,13.9
0.9,3000,1,60,100,13.0
0.9,3000,5,0,0,30.5
0.9,3000,5,0,5,27.8
0.9,3000,5,0,10,26.2
0.9,3000,5,0,40,23.0
0.9,3000,5,0,70,21.1
0.9,3000,5,0,100,19.6
0.9,3000,5,30,0,28.5
0.9,3000,5,30,5,25.9
0.9,3000,5,30,10,24.4
0.9,3000,5,30,40,21.4
0.9,3000,5,30,70,19.6
0.9,3000,5,30,100,18.3
0.9,3000,5,60,0,22.0
0.9,3000,5,60,5,19.5
0.9,3000,5,60,10,18.3
0.9,3000,5,60,40,16.1
0.9,3000,5,60,70,14.6
0.9,3000,5,60,100,13.5
0.9,3000,10,0,0,30.9
0.9,3000,10,0,5,28.1
0.9,3000,10,0,10,26.5
0.9,3000,10,0,40,23.2
0.9,3000,10,0,70,21.3
0.9,3000,10,0,100,19.8
0.9,3000,10,30,0,28.8
0.9,3000,10,30,5,26.1
0.9,3000,10,30,10,24.7
0.9,3000,10,30,40,21.5
0.9,3000,10,30,70,19.8
0.9,3000,10,30,100,18.4
0.9,3000,10,60,0,22.2
0.9,3000,10,60,5,19.6
0.9,3000,10,60,10,18.5
0.9,3000,10,60,40,16.2
0.9,3000,10,60,70,14.7
0.9,3000,10,60,100,13.6
0.9,3000,20,0,0,31.0
0.9,3000,20,0,5,28.3
0.9,3000,20,0,10,26.6
0.9,3000,20,0,40,23.3
0.9,3000,20,0,70,21.4
0.9,3000,20,0,100,19.8
0.9,3000,20,30,0,28.9
0.9,3000,20,30,5,26.3
0.9,3000,20,30,10,24.8
0.9,3000,20,30,40,21.6
0.9,3000,20,30,70,19.8
0.9,3000,20,30,100,18.4
0.9,3000,20,60,0,22.2
0.9,3000,20,60,5,19.7
0.9,3000,20,60,10,18.5
0.9,3000,20,60,40,16.2
0.9,3000,20,60,70,14.8
0.9,3000,20,60,100,13.6
0.9,3000,50,0,0,31.1
0.9,3000,50,0,5,28.3
0.9,3000,50,0,10,26.7
0.9,3000,50,0,40,23.3
0.9,3000,50,0,70,21.4
0.9,3000,50,0,100,19.9
0.9,3000,50,30,0,29.0
0.9,3000,50,30,5,26.3
0.9,3000,50,30,10,24.8
0.9,3000,50,30,40,21.7
0.9,3000,50,30,70,19.9
0.9,3000,50,30,100,18.5
0.9,3000,50,60,0,22.3
0.9,3000,50,60,5,19.7
0.9,3000,50,60,10,18.6
0.9,3000,50,60,40,16.2
0.9,3000,50,60,70,14.8
0.9,3000,50,60,100,13.6
0.8,10,1,0,0,0.0
0.8,10,1,0,5,0.0
0.8,10,1,0,10,0.0
0.8,10,1,0,40,0.0
0.8,10,1,0,70,0.0
0.8,10,1,0,100,0.0
0.8,10,1,30,0,0.0
0.8,10,1,30,5,0.0
0.8,10,1,30,10,0.0
0.8,10,1,30,40,0.0
0.8,10,1,30,70,0.0
0.8,10,1,30,100,0.0
0.8,10,1,60,0,0.0
0.8,10,1,60,5,0.0
0.8,10,1,60,10,0.0
0.8,10,1,60,40,0.0
0.8,10,1,60,70,0.0
0.8,10,1,60,100,0.0
0.8,10,5,0,0,2.3
0.8,10,5,0,5,0.0
0.8,10,5,0,10,0.0
0.8,10,5,0,40,0.0
0.8,10,5,0,70,0.0
0.8,10,5,0,100,0.0
0.8,10,5,30,0,2.3
0.8,10,5,30,5,0.0
0.8,10,5,30,10,0.0
0.8,10,5,30,40,0.0
0.8,10,5,30,70,0.0
0.8,10,5,30,100,0.0
0.8,10,5,60,0,2.2
0.8,10,5,60,5,0.0
0.8,10,5,60,10,0.0
0.8,10,5,60,40,0.0
0.8,10,5,60,70,0.0
0.8,10,5,60,100,0.0
0.8,10,10,0,0,4.4
0.8,10,10,0,5,3.1
0.8,10,10,0,10,3.1
0.8,10,10,0,40,3.0
0.8,10,10,0,70,3.0
0.8,10,10,0,100,2.9
0.8,10,10,30,0,4.4
0.8,10,10,30,5,3.0
0.8,10,10,30,10,3.0
0.8,10,10,30,40,2.9
0.8,10,10,30,70,2.9
0.8,10,10,30,100,2.8
0.8,10,10,60,0,4.3
0.8,10,10,60,5,2.7
0.8,10,10,60,10,2.5
0.8,10,10,60,40,0.0
0.8,10,10,60,70,0.0
0.8,10,10,60,100,0.0
0.8,10,20,0,0,8.3
0.8,10,20,0,5,7.3
0.8,10,20,0,10,7.2
0.8,10,20,0,40,6.9
0.8,10,20,0,70,6.8
0.8,10,20,0,100,6.6
0.8,10,20,30,0,8.2
0.8,10,20,30,5,7.1
0.8,10,20,30,10,7.0
0.8,10,20,30,40,6.8
0.8,10,20,30,70,6.6
0.8,10,20,30,100,6.5
0.8,10,20,60,0,7.7
0.8,10,20,60,5,6.5
0.8,10,20,60,10,6.4
0.8,10,20,60,40,6.1
0.8,10,20,60,70,5.9
0.8,10,20,60,100,5.7
0.8,10,50,0,0,15.4
0.8,10,50,0,5,14.3
0.8,10,50,0,10,13.8
0.8,10,50,0,40,12.7
0.8,10,50,0,70,12.1
0.8,10,50,0,100,11.5
0.8,10,50,30,0,14.9
0.8,10,50,30,5,13.7
0.8,10,50,30,10,13.2
0.8,10,50,30,40,12.1
0.8,10,50,30,70,11.4
0.8,10,50,30,100,10.9
0.8,10,50,60,0,12.8
0.8,10,50,60,5,11.3
0.8,10,50,60,10,10.8
0.8,10,50,60,40,9.7
0.8,10,50,60,70,9.2
0.8,10,50,60,100,8.7
0.8,50,1,0,0,2.0
0.8,50,1,0,5,0.0
0.8,50,1,0,10,0.0
0.8,50,1,0,40,0.0
0.8,50,1,0,70,0.0
0.8,50,1,0,100,0.0
0.8,50,1,30,0,2.0
0.8,50,1,30,5,0.0
0.8,50,1,30,10,0.0
0.8,50,1,30,40,0.0
0.8,50,1,30,70,0.0
0.8,50,1,30,100,0.0
0.8,50,1,60,0,2.0
0.8,50,1,60,5,0.0
0.8,50,1,60,10,0.0
0.8,50,1,60,40,0.0
0.8,50,1,60,70,0.0
0.8,50,1,60,100,0.0
0.8,50,5,0,0,9.1
0.8,50,5,0,5,8.2
0.8,50,5,0,10,8.0
0.8,50,5,0,40,7.7
0.8,50,5,0,70,7.5
0.8,50,5,0,100,7.4
0.8,50,5,30,0,9.0
0.8,50,5,30,5,8.0
0.8,50,5,30,10,7.9
0.8,50,5,30,40,7.5
0.8,50,5,30,70,7.3
0.8,50,5,30,100,7.2
0.8,50,5,60,0,8.4
0.8,50,5,60,5,7.3
0.8,50,5,60,10,7.1
0.8,50,5,60,40,6.7
0.8,50,5,60,70,6.5
0.8,50,5,60,100,6.2
0.8,50,10,0,0,14.7
0.8,50,10,0,5,13.7
0.8,50,10,0,10,13.2
0.8,50,10,0,40,12.3
0.8,50,10,0,70,11.7
0.8,50,10,0,100,11.2
0.8,50,10,30,0,14.3
0.8,50,10,30,5,13.2
0.8,50,10,30,10,12.7
0.8,50,10,30,40,11.7
0.8,50,10,30,70,11.1
0.8,50,10,30,100,10.6
0.8,50,10,60,0,12.4
0.8,50,10,60,5,11.0
0.8,50,10,60,10,10.5
0.8,50,10,60,40,9.5
0.8,50,10,60,70,9.0
0.8,50,10,60,100,8.5
0.8,50,20,0,0,19.9
0.8,50,20,0,5,18.2
0.8,50,20,0,10,17.4
0.8,50,20,0,40,15.7
0.8,50,20,0,70,14.7
0.8,50,20,0,100,13.9
0.8,50,20,30,0,18.9
0.8,50,20,30,5,17.3
0.8,50,20,30,10,16.5
0.8,50,20,30,40,14.8
0.8,50,20,30,70,13.8
0.8,50,20,30,100,13.1
0.8,50,20,60,0,15.5
0.8,50,20,60,5,13.7
0.8,50,20,60,10,13.0
0.8,50,20,60,40,11.5
0.8,50,20,60,70,10.7
0.8,50,20,60,100,10.0
0.8,50,50,0,0,23.9
0.8,50,50,0,5,21.7
0.8,50,50,0,10,20.5
0.8,50,50,0,40,18.2
0.8,50,50,0,70,16.8
0.8,50,50,0,100,15.7
0.8,50,50,30,0,22.5
0.8,50,50,30,5,20.4
0.8,50,50,30,10,19.2
0.8,50,50,30,40,16.9
0.8,50,50,30,70,15.6
0.8,50,50,30,100,14.6
0.8,50,50,60,0,17.7
0.8,50,50,60,5,15.5
0.8,50,50,60,10,14.6
0.8,50,50,60,40,12.8
0.8,50,50,60,70,11.7
0.8,50,50,60,100,10.8
0.8,100,1,0,0,3.6
0.8,100,1,0,5,0.0
0.8,100,1,0,10,0.0
0.8,100,1,0,40,0.0
0.8,100,1,0,70,0.0
0.8,100,1,0,100,0.0
0.8,100,1,30,0,3.6
0.8,100,1,30,5,0.0
0.8,100,1,30,10,0.0
0.8,100,1,30,40,0.0
0.8,100,1,30,70,0.0
0.8,100,1,30,100,0.0
0.8,100,1,60,0,3.6
0.8,100,1,60,5,0.0
0.8,100,1,60,10,0.0
0.8,100,1,60,40,0.0
0.8,100,1,60,70,0.0
0.8,100,1,60,100,0.0
0.8,100,5,0,0,14.1
0.8,100,5,0,5,13.2
0.8,100,5,0,10,12.8
0.8,100,5,0,40,11.9
0.8,100,5,0,70,11.4
0.8,100,5,0,100,10.9
0.8,100,5,30,0,13.7
0.8,100,5,30,5,12.7
0.8,100,5,30,10,12.3
0.8,100,5,30,40,11.4
0.8,100,5,30,70,10.8
0.8,100,5,30,100,10.4
0.8,100,5,60,0,12.1
0.8,100,5,60,5,10.7
0.8,100,5,60,10,10.2
0.8,100,5,60,40,9.4
0.8,100,5,60,70,8.8
0.8,100,5,60,100,8.4
0.8,100,10,0,0,19.5
0.8,100,10,0,5,17.9
0.8,100,10,0,10,17.2
0.8,100,10,0,40,15.5
0.8,100,10,0,70,14.6
0.8,100,10,0,100,13.8
0.8,100,10,30,0,18.6
0.8,100,10,30,5,17.0
0.8,100,10,30,10,16.3
0.8,100,10,30,40,14.7
0.8,100,10,30,70,13.7
0.8,100,10,30,100,12.9
0.8,100,10,60,0,15.4
0.8,100,10,60,5,13.6
0.8,100,10,60,10,12.8
0.8,100,10,60,40,11.4
0.8,100,10,60,70,10.6
0.8,100,10,60,100,10.0
0.8,100,20,0,0,23.1
0.8,100,20,0,5,21.0
0.8,100,20,0,10,19.9
0.8,100,20,0,40,17.7
0.8,100,20,0,70,16.4
0.8,100,20,0,100,15.4
0.8,100,20,30,0,21.7
0.8,100,20,30,5,19.7
0.8,100,20,30,10,18.7
0.8,100,20,30,40,16.5
0.8,100,20,30,70,15.3
0.8,100,20,30,100,14.4
0.8,100,20,60,0,17.3
0.8,100,20,60,5,15.2
0.8,100,20,60,10,14.3
0.8,100,20,60,40,12.5
0.8,100,20,60,70,11.5
0.8,100,20,60,100,10.8
0.8,100,50,0,0,25.4
0.8,100,50,0,5,23.0
0.8,100,50,0,10,21.6
0.8,100,50,0,40,19.0
0.8,100,50,0,70,17.6
0.8,100,50,0,100,16.4
0.8,100,50,30,0,23.8
0.8,100,50,30,5,21.4
0.8,100,50,30,10,20.2
0.8,100,50,30,40,17.7
0.8,100,50,30,70,16.4
0.8,100,50,30,100,15.2
0.8,100,50,60,0,18.4
0.8,100,50,60,5,16.3
0.8,100,50,60,10,15.1
0.8,100,50,60,40,13.0
0.8,100,50,60,70,11.9
0.8,100,50,60,100,11.1
0.8,500,1,0,0,11.7
0.8,500,1,0,5,10.9
0.8,500,1,0,10,10.7
0.8,500,1,0,40,10.2
0.8,500,1,0,70,9.8
0.8,500,1,0,100,9.5
0.8,500,1,30,0,11.4
0.8,500,1,30,5,10.7
0.8,500,1,30,10,10.4
0.8,500,1,30,40,9.8
0.8,500,1,30,70,9.5
0.8,500,1,30,100,9.1
0.8,500,1,60,0,10.5
0.8,500,1,60,5,9.3
0.8,500,1,60,10,9.0
0.8,500,1,60,40,8.4
0.8,500,1,60,70,8.0
0.8,500,1,60,100,7.7
0.8,500,5,0,0,23.3
0.8,500,5,0,5,21.3
0.8,500,5,0,10,20.2
0.8,500,5,0,40,17.9
0.8,500,5,0,70,16.7
0.8,500,5,0,100,15.6
0.8,500,5,30,0,22.0
0.8,500,5,30,5,20.0
0.8,500,5,30,10,18.9
0.8,500,5,30,40,16.8
0.8,500,5,30,70,15.5
0.8,500,5,30,100,14.5
0.8,500,5,60,0,17.5
0.8,500,5,60,5,15.4
0.8,500,5,60,10,14.5
0.8,500,5,60,40,12.8
0.8,500,5,60,70,11.7
0.8,500,5,60,100,10.9
0.8,500,10,0,0,25.2
0.8,500,10,0,5,22.9
0.8,500,10,0,10,21.5
0.8,500,10,0,40,18.9
0.8,500,10,0,70,17.5
0.8,500,10,0,100,16.4
0.8,500,10,30,0,23.7
0.8,500,10,30,5,21.3
0.8,500,10,30,10,20.1
0.8,500,10,30,40,17.7
0.8,500,10,30,70,16.3
0.8,500,10,30,100,15.1
0.8,500,10,60,0,18.4
0.8,500,10,60,5,16.2
0.8,500,10,60,10,15.1
0.8,500,10,60,40,13.0
0.8,500,10,60,70,11.9
0.8,500,10,60,100,11.1
0.8,500,20,0,0,26.1
0.8,500,20,0,5,23.7
0.8,500,20,0,10,22.2
0.8,500,20,0,40,19.5
0.8,500,20,0,70,17.9
0.8,500,20,0,100,16.7
0.8,500,20,30,0,24.4
0.8,500,20,30,5,22.0
0.8,500,20,30,10,20.7
0.8,500,20,30,40,18.1
0.8,500,20,30,70,16.7
0.8,500,20,30,100,15.5
0.8,500,20,60,0,18.8
0.8,500,20,60,5,16.6
0.8,500,20,60,10,15.5
0.8,500,20,60,40,13.3
0.8,500,20,60,70,12.1
0.8,500,20,60,100,11.3
0.8,500,50,0,0,26.6
0.8,500,50,0,5,24.1
0.8,500,50,0,10,22.6
0.8,500,50,0,40,19.8
0.8,500,50,0,70,18.2
0.8,500,50,0,100,16.9
0.8,500,50,30,0,24.9
0.8,500,50,30,5,22.4
0.8,500,50,30,10,21.0
0.8,500,50,30,40,18.4
0.8,500,50,30,70,16.9
0.8,500,50,30,100,15.7
0.8,500,50,60,0,19.1
0.8,500,50,60,5,16.8
0.8,500,50,60,10,15.7
0.8,500,50,60,40,13.4
0.8,500,50,60,70,12.3
0.8,500,50,60,100,11.4
0.8,1000,1,0,0,16.5
0.8,1000,1,0,5,15.4
0.8,1000,1,0,10,14.9
0.8,1000,1,0,40,13.8
0.8,1000,1,0,70,13.1
0.8,1000,1,0,100,12.5
0.8,1000,1,30,0,15.9
0.8,1000,1,30,5,14.8
0.8,1000,1,30,10,14.3
0.8,1000,1,30,40,13.2
0.8,1000,1,30,70,12.5
0.8,1000,1,30,100,11.9
0.8,1000,1,60,0,13.8
0.8,1000,1,60,5,12.4
0.8,1000,1,60,10,11.7
0.8,1000,1,60,40,10.6
0.8,1000,1,60,70,10.0
0.8,1000,1,60,100,9.5
0.8,1000,5,0,0,25.0
0.8,1000,5,0,5,22.7
0.8,1000,5,0,10,21.5
0.8,1000,5,0,40,18.9
0.8,1000,5,0,70,17.4
0.8,1000,5,0,100,16.3
0.8,1000,5,30,0,23.5
0.8,1000,5,30,5,21.3
0.8,1000,5,30,10,20.0
0.8,1000,5,30,40,17.6
0.8,1000,5,30,70,16.2
0.8,1000,5,30,100,15.1
0.8,1000,5,60,0,18.3
0.8,1000,5,60,5,16.1
0.8,1000,5,60,10,15.1
0.8,1000,5,60,40,13.2
0.8,1000,5,60,70,12.0
0.8,1000,5,60,100,11.1
0.8,1000,10,0,0,26.1
0.8,1000,10,0,5,23.6
0.8,1000,10,0,10,22.2
0.8,1000,10,0,40,19.4
0.8,1000,10,0,70,17.9
0.8,1000,10,0,100,16.7
0.8,1000,10,30,0,24.4
0.8,1000,10,30,5,21.9
0.8,1000,10,30,10,20.6
0.8,1000,10,30,40,18.1
0.8,1000,10,30,70,16.7
0.8,1000,10,30,100,15.5
0.8,1000,10,60,0,18.8
0.8,1000,10,60,5,16.6
0.8,1000,10,60,10,15.5
0.8,1000,10,60,40,13.3
0.8,1000,10,60,70,12.1
0.8,1000,10,60,100,11.3
0.8,1000,20,0,0,26.5
0.8,1000,20,0,5,24.0
0.8,1000,20,0,10,22.6
0.8,1000,20,0,40,19.7
0.8,1000,20,0,70,18.1
0.8,1000,20,0,100,16.9
0.8,1000,20,30,0,24.8
0.8,1000,20,30,5,22.3
0.8,1000,20,30,10,20.9
0.8,1000,20,30,40,18.3
0.8,1000,20,30,70,16.9
0.8,1000,20,30,100,15.7
0.8,1000,20,60,0,19.0
0.8,1000,20,60,5,16.7
0.8,1000,20,60,10,15.7
0.8,1000,20,60,40,13.4
0.8,1000,20,60,70,12.2
0.8,1000,20,60,100,11.3
0.8,1000,50,0,0,26.7
0.8,1000,50,0,5,24.2
0.8,1000,50,0,10,22.8
0.8,1000,50,0,40,19.8
0.8,1000,50,0,70,18.3
0.8,1000,50,0,100,17.0
0.8,1000,50,30,0,25.0
0.8,1000,50,30,5,22.5
0.8,1000,50,30,10,21.1
0.8,1000,50,30,40,18.4
0.8,1000,50,30,70,17.0
0.8,1000,50,30,100,15.8
0.8,1000,50,60,0,19.2
0.8,1000,50,60,5,16.8
0.8,1000,50,60,10,15.8
0.8,1000,50,60,40,13.5
0.8,1000,50,60,70,12.3
0.8,1000,50,60,100,11.4
0.8,3000,1,0,0,22.5
0.8,3000,1,0,5,20.7
0.8,3000,1,0,10,19.6
0.8,3000,1,0,40,17.6
0.8,3000,1,0,70,16.4
0.8,3000,1,0,100,15.4
0.8,3000,1,30,0,21.4
0.8,3000,1,30,5,19.5
0.8,3000,1,30,10,18.5
0.8,3000,1,30,40,16.5
0.8,3000,1,30,70,15.4
0.8,3000,1,30,100,14.4
0.8,3000,1,60,0,17.2
0.8,3000,1,60,5,15.2
0.8,3000,1,60,10,14.3
0.8,3000,1,60,40,12.7
0.8,3000,1,60,70,11.7
0.8,3000,1,60,100,10.9
0.8,3000,5,0,0,26.3
0.8,3000,5,0,5,23.9
0.8,3000,5,0,10,22.4
0.8,3000,5,0,40,19.6
0.8,3000,5,0,70,18.0
0.8,3000,5,0,100,16.8
0.8,3000,5,30,0,24.6
0.8,3000,5,30,5,22.1
0.8,3000,5,30,10,20.8
0.8,3000,5,30,40,18.2
0.8,3000,5,30,70,16.8
0.8,3000,5,30,100,15.6
0.8,3000,5,60,0,18.9
0.8,3000,5,60,5,16.7
0.8,3000,5,60,10,15.6
0.8,3000,5,60,40,13.4
0.8,3000,5,60,70,12.2
0.8,3000,5,60,100,11.3
0.8,3000,10,0,0,26.6
0.8,3000,10,0,5,24.1
0.8,3000,10,0,10,22.7
0.8,3000,10,0,40,19.8
0.8,3000,10,0,70,18.2
0.8,3000,10,0,100,17.0
0.8,3000,10,30,0,24.9
0.8,3000,10,30,5,22.4
0.8,3000,10,30,10,21.0
0.8,3000,10,30,40,18.4
0.8,3000,10,30,70,16.9
0.8,3000,10,30,100,15.8
0.8,3000,10,60,0,19.1
0.8,3000,10,60,5,16.8
0.8,3000,10,60,10,15.7
0.8,3000,10,60,40,13.5
0.8,3000,10,60,70,12.3
0.8,3000,10,60,100,11.4
0.8,3000,20,0,0,26.8
0.8,3000,20,0,5,24.3
0.8,3000,20,0,10,22.8
0.8,3000,20,0,40,19.9
0.8,3000,20,0,70,18.3
0.8,3000,20,0,100,17.0
0.8,3000,20,30,0,25.0
0.8,3000,20,30,5,22.5
0.8,3000,20,30,10,21.1
0.8,3000,20,30,40,18.5
0.8,3000,20,30,70,17.0
0.8,3000,20,30,100,15.8
0.8,3000,20,60,0,19.2
0.8,3000,20,60,5,16.9
0.8,3000,20,60,10,15.8
0.8,3000,20,60,40,13.5
0.8,3000,20,60,70,12.3
0.8,3000,20,60,100,11.4
0.8,3000,50,0,0,26.9
0.8,3000,50,0,5,24.3
0.8,3000,50,0,10,22.8
0.8,3000,50,0,40,19.9
0.8,3000,50,0,70,18.3
0.8,3000,50,0,100,17.1
0.8,3000,50,30,0,25.1
0.8,3000,50,30,5,22.6
0.8,3000,50,30,10,21.2
0.8,3000,50,30,40,18.5
0.8,3000,50,30,70,17.0
0.8,3000,50,30,100,15.9
0.8,3000,50,60,0,19.2
0.8,3000,50,60,5,16.9
0.8,3000,50,60,10,15.8
0.8,3000,50,60,40,13.5
0.8,3000,50,60,70,12.3
0.8,3000,50,60,100,11.4
0.7,10,1,0,0,0.0
0.7,10,1,0,5,0.0
0.7,10,1,0,10,0.0
0.7,10,1,0,40,0.0
0.7,10,1,0,70,0.0
0.7,10,1,0,100,0.0
