Pressure,Permeability,Thickness,Inclination,WGR,GasFlow
0.6,500,1,30,5,0.0
0.6,500,1,30,10,0.0
0.6,500,1,30,40,0.0
0.6,500,1,30,70,0.0
0.6,500,1,30,100,0.0
0.6,500,1,60,0,6.1
0.6,500,1,60,5,0.0
0.6,500,1,60,10,0.0
0.6,500,1,60,40,0.0
0.6,500,1,60,70,0.0
0.6,500,1,60,100,0.0
0.6,500,5,0,0,14.8
0.6,500,5,0,5,12.8
0.6,500,5,0,10,12.1
0.6,500,5,0,40,10.5
0.6,500,5,0,70,9.6
0.6,500,5,0,100,9.0
0.6,500,5,30,0,14.0
0.6,500,5,30,5,12.0
0.6,500,5,30,10,11.3
0.6,500,5,30,40,9.6
0.6,500,5,30,70,8.8
0.6,500,5,30,100,8.2
0.6,500,5,60,0,11.2
0.6,500,5,60,5,8.6
0.6,500,5,60,10,7.9
0.6,500,5,60,40,6.8
0.6,500,5,60,70,6.3
0.6,500,5,60,100,5.9
0.6,500,10,0,0,16.4
0.6,500,10,0,5,14.1
0.6,500,10,0,10,13.2
0.6,500,10,0,40,11.6
0.6,500,10,0,70,10.4
0.6,500,10,0,100,9.4
0.6,500,10,30,0,15.3
0.6,500,10,30,5,13.1
0.6,500,10,30,10,12.3
0.6,500,10,30,40,10.5
0.6,500,10,30,70,9.3
0.6,500,10,30,100,8.5
0.6,500,10,60,0,12.0
0.6,500,10,60,5,9.1
0.6,500,10,60,10,8.3
0.6,500,10,60,40,7.1
0.6,500,10,60,70,6.6
0.6,500,10,60,100,6.1
0.6,500,20,0,0,17.1
0.6,500,20,0,5,14.6
0.6,500,20,0,10,13.4
0.6,500,20,0,40,11.4
0.6,500,20,0,70,10.4
0.6,500,20,0,100,9.7
0.6,500,20,30,0,16.1
0.6,500,20,30,5,13.2
0.6,500,20,30,10,12.2
0.6,500,20,30,40,10.5
0.6,500,20,30,70,9.6
0.6,500,20,30,100,9.0
0.6,500,20,60,0,12.2
0.6,500,20,60,5,9.4
0.6,500,20,60,10,8.8
0.6,500,20,60,40,0.0
0.6,500,20,60,70,0.0
0.6,500,20,60,100,0.0
0.6,500,50,0,0,17.6
0.6,500,50,0,5,15.2
0.6,500,50,0,10,13.8
0.6,500,50,0,40,11.7
0.6,500,50,0,70,10.7
0.6,500,50,0,100,9.9
0.6,500,50,30,0,16.5
0.6,500,50,30,5,13.7
0.6,500,50,30,10,12.5
0.6,500,50,30,40,10.7
0.6,500,50,30,70,9.8
0.6,500,50,30,100,9.1
0.6,500,50,60,0,12.4
0.6,500,50,60,5,9.6
0.6,500,50,60,10,8.9
0.6,500,50,60,40,0.0
0.6,500,50,60,70,0.0
0.6,500,50,60,100,0.0
0.6,1000,1,0,0,9.9
0.6,1000,1,0,5,8.0
0.6,1000,1,0,10,7.7
0.6,1000,1,0,40,7.1
0.6,1000,1,0,70,6.7
0.6,1000,1,0,100,6.4
0.6,1000,1,30,0,9.7
0.6,1000,1,30,5,7.6
0.6,1000,1,30,10,7.3
0.6,1000,1,30,40,6.7
0.6,1000,1,30,70,6.3
0.6,1000,1,30,100,6.0
0.6,1000,1,60,0,8.5
0.6,1000,1,60,5,6.2
0.6,1000,1,60,10,5.8
0.6,1000,1,60,40,5.1
0.6,1000,1,60,70,4.7
0.6,1000,1,60,100,3.8
0.6,1000,5,0,0,16.2
0.6,1000,5,0,5,14.2
0.6,1000,5,0,10,13.2
0.6,1000,5,0,40,11.4
0.6,1000,5,0,70,10.4
0.6,1000,5,0,100,9.8
0.6,1000,5,30,0,15.3
0.6,1000,5,30,5,13.0
0.6,1000,5,30,10,12.1
0.6,1000,5,30,40,10.5
0.6,1000,5,30,70,9.7
0.6,1000,5,30,100,8.7
0.6,1000,5,60,0,11.9
0.6,1000,5,60,5,9.4
0.6,1000,5,60,10,8.3
0.6,1000,5,60,40,6.9
0.6,1000,5,60,70,6.3
0.6,1000,5,60,100,5.8
0.6,1000,10,0,0,17.1
0.6,1000,10,0,5,14.6
0.6,1000,10,0,10,13.4
0.6,1000,10,0,40,11.4
0.6,1000,10,0,70,10.4
0.6,1000,10,0,100,9.7
0.6,1000,10,30,0,16.1
0.6,1000,10,30,5,13.2
0.6,1000,10,30,10,12.2
0.6,1000,10,30,40,10.5
0.6,1000,10,30,70,9.6
0.6,1000,10,30,100,9.0
0.6,1000,10,60,0,12.2
0.6,1000,10,60,5,9.4
0.6,1000,10,60,10,8.8
0.6,1000,10,60,40,0.0
0.6,1000,10,60,70,0.0
0.6,1000,10,60,100,0.0
0.6,1000,20,0,0,17.5
0.6,1000,20,0,5,15.1
0.6,1000,20,0,10,13.7
0.6,1000,20,0,40,11.6
0.6,1000,20,0,70,10.6
0.6,1000,20,0,100,9.9
0.6,1000,20,30,0,16.4
0.6,1000,20,30,5,13.6
0.6,1000,20,30,10,12.5
0.6,1000,20,30,40,10.7
0.6,1000,20,30,70,9.8
0.6,1000,20,30,100,9.1
0.6,1000,20,60,0,12.4
0.6,1000,20,60,5,9.6
0.6,1000,20,60,10,8.9
0.6,1000,20,60,40,0.0
0.6,1000,20,60,70,0.0
0.6,1000,20,60,100,0.0
0.6,1000,50,0,0,17.7
0.6,1000,50,0,5,15.3
0.6,1000,50,0,10,14.0
0.6,1000,50,0,40,11.8
0.6,1000,50,0,70,10.7
0.6,1000,50,0,100,10.0
0.6,1000,50,30,0,16.6
0.6,1000,50,30,5,13.8
0.6,1000,50,30,10,12.7
0.6,1000,50,30,40,10.8
0.6,1000,50,30,70,9.9
0.6,1000,50,30,100,9.2
0.6,1000,50,60,0,12.5
0.6,1000,50,60,5,9.7
0.6,1000,50,60,10,9.0
0.6,1000,50,60,40,0.0
0.6,1000,50,60,70,0.0
0.6,1000,50,60,100,0.0
0.6,3000,1,0,0,14.4
0.6,3000,1,0,5,12.7
0.6,3000,1,0,10,11.9
0.6,3000,1,0,40,10.5
0.6,3000,1,0,70,9.6
0.6,3000,1,0,100,8.9
0.6,3000,1,30,0,13.7
0.6,3000,1,30,5,11.8
0.6,3000,1,30,10,11.0
0.6,3000,1,30,40,9.6
0.6,3000,1,30,70,8.8
0.6,3000,1,30,100,8.2
0.6,3000,1,60,0,11.1
0.6,3000,1,60,5,8.6
0.6,3000,1,60,10,7.9
0.6,3000,1,60,40,6.9
0.6,3000,1,60,70,6.4
0.6,3000,1,60,100,5.7
0.6,3000,5,0,0,17.3
0.6,3000,5,0,5,14.9
0.6,3000,5,0,10,13.6
0.6,3000,5,0,40,11.5
0.6,3000,5,0,70,10.5
0.6,3000,5,0,100,9.8
0.6,3000,5,30,0,16.3
0.6,3000,5,30,5,13.4
0.6,3000,5,30,10,12.3
0.6,3000,5,30,40,10.6
0.6,3000,5,30,70,9.7
0.6,3000,5,30,100,9.1
0.6,3000,5,60,0,12.3
0.6,3000,5,60,5,9.5
0.6,3000,5,60,10,8.8
0.6,3000,5,60,40,0.0
0.6,3000,5,60,70,0.0
0.6,3000,5,60,100,0.0
0.6,3000,10,0,0,17.6
0.6,3000,10,0,5,15.2
0.6,3000,10,0,10,13.9
0.6,3000,10,0,40,11.7
0.6,3000,10,0,70,10.7
0.6,3000,10,0,100,9.9
0.6,3000,10,30,0,16.5
0.6,3000,10,30,5,13.7
0.6,3000,10,30,10,12.6
0.6,3000,10,30,40,10.7
0.6,3000,10,30,70,9.8
0.6,3000,10,30,100,9.2
0.6,3000,10,60,0,12.5
0.6,3000,10,60,5,9.6
0.6,3000,10,60,10,8.9
0.6,3000,10,60,40,0.0
0.6,3000,10,60,70,0.0
0.6,3000,10,60,100,0.0
0.6,3000,20,0,0,17.7
0.6,3000,20,0,5,15.4
0.6,3000,20,0,10,14.0
0.6,3000,20,0,40,11.8
0.6,3000,20,0,70,10.8
0.6,3000,20,0,100,10.0
0.6,3000,20,30,0,16.6
0.6,3000,20,30,5,13.9
0.6,3000,20,30,10,12.7
0.6,3000,20,30,40,10.8
0.6,3000,20,30,70,9.9
0.6,3000,20,30,100,9.2
0.6,3000,20,60,0,12.5
0.6,3000,20,60,5,9.7
0.6,3000,20,60,10,9.0
0.6,3000,20,60,40,0.0
0.6,3000,20,60,70,0.0
0.6,3000,20,60,100,0.0
0.6,3000,50,0,0,17.8
0.6,3000,50,0,5,15.5
0.6,3000,50,0,10,14.1
0.6,3000,50,0,40,11.9
0.6,3000,50,0,70,10.8
0.6,3000,50,0,100,10.0
0.6,3000,50,30,0,16.7
0.6,3000,50,30,5,13.9
0.6,3000,50,30,10,12.7
0.6,3000,50,30,40,10.8
0.6,3000,50,30,70,9.9
0.6,3000,50,30,100,9.2
0.6,3000,50,60,0,12.6
0.6,3000,50,60,5,9.7
0.6,3000,50,60,10,9.0
0.6,3000,50,60,40,0.0
0.6,3000,50,60,70,0.0
0.6,3000,50,60,100,0.0
0.5,10,1,0,0,0.0
0.5,10,1,0,5,0.0
0.5,10,1,0,10,0.0
0.5,10,1,0,40,0.0
0.5,10,1,0,70,0.0
0.5,10,1,0,100,0.0
0.5,10,1,30,0,0.0
0.5,10,1,30,5,0.0
0.5,10,1,30,10,0.0
0.5,10,1,30,40,0.0
0.5,10,1,30,70,0.0
0.5,10,1,30,100,0.0
0.5,10,1,60,0,0.0
0.5,10,1,60,5,0.0
0.5,10,1,60,10,0.0
0.5,10,1,60,40,0.0
0.5,10,1,60,70,0.0
0.5,10,1,60,100,0.0
0.5,10,5,0,0,0.5
0.5,10,5,0,5,0.0
0.5,10,5,0,10,0.0
0.5,10,5,0,40,0.0
0.5,10,5,0,70,0.0
0.5,10,5,0,100,0.0
0.5,10,5,30,0,0.5
0.5,10,5,30,5,0.0
0.5,10,5,30,10,0.0
0.5,10,5,30,40,0.0
0.5,10,5,30,70,0.0
0.5,10,5,30,100,0.0
0.5,10,5,60,0,0.5
0.5,10,5,60,5,0.0
0.5,10,5,60,10,0.0
0.5,10,5,60,40,0.0
0.5,10,5,60,70,0.0
0.5,10,5,60,100,0.0
0.5,10,10,0,0,1.1
0.5,10,10,0,5,0.0
0.5,10,10,0,10,0.0
0.5,10,10,0,40,0.0
0.5,10,10,0,70,0.0
0.5,10,10,0,100,0.0
0.5,10,10,30,0,1.1
0.5,10,10,30,5,0.0
0.5,10,10,30,10,0.0
0.5,10,10,30,40,0.0
0.5,10,10,30,70,0.0
0.5,10,10,30,100,0.0
0.5,10,10,60,0,1.1
0.5,10,10,60,5,0.0
0.5,10,10,60,10,0.0
0.5,10,10,60,40,0.0
0.5,10,10,60,70,0.0
0.5,10,10,60,100,0.0
0.5,10,20,0,0,2.1
0.5,10,20,0,5,0.0
0.5,10,20,0,10,0.0
0.5,10,20,0,40,0.0
0.5,10,20,0,70,0.0
0.5,10,20,0,100,0.0
0.5,10,20,30,0,2.1
0.5,10,20,30,5,0.0
0.5,10,20,30,10,0.0
0.5,10,20,30,40,0.0
0.5,10,20,30,70,0.0
0.5,10,20,30,100,0.0
0.5,10,20,60,0,2.1
0.5,10,20,60,5,0.0
0.5,10,20,60,10,0.0
0.5,10,20,60,40,0.0
0.5,10,20,60,70,0.0
0.5,10,20,60,100,0.0
0.5,10,50,0,0,4.7
0.5,10,50,0,5,0.0
0.5,10,50,0,10,0.0
0.5,10,50,0,40,0.0
0.5,10,50,0,70,0.0
0.5,10,50,0,100,0.0
0.5,10,50,30,0,4.6
0.5,10,50,30,5,0.0
0.5,10,50,30,10,0.0
0.5,10,50,30,40,0.0
0.5,10,50,30,70,0.0
0.5,10,50,30,100,0.0
0.5,10,50,60,0,4.3
0.5,10,50,60,5,0.0
0.5,10,50,60,10,0.0
0.5,10,50,60,40,0.0
0.5,10,50,60,70,0.0
0.5,10,50,60,100,0.0
0.5,50,1,0,0,0.5
0.5,50,1,0,5,0.0
0.5,50,1,0,10,0.0
0.5,50,1,0,40,0.0
0.5,50,1,0,70,0.0
0.5,50,1,0,100,0.0
0.5,50,1,30,0,0.5
0.5,50,1,30,5,0.0
0.5,50,1,30,10,0.0
0.5,50,1,30,40,0.0
0.5,50,1,30,70,0.0
0.5,50,1,30,100,0.0
0.5,50,1,60,0,0.5
0.5,50,1,60,5,0.0
0.5,50,1,60,10,0.0
0.5,50,1,60,40,0.0
0.5,50,1,60,70,0.0
0.5,50,1,60,100,0.0
0.5,50,5,0,0,2.5
0.5,50,5,0,5,0.0
0.5,50,5,0,10,0.0
0.5,50,5,0,40,0.0
0.5,50,5,0,70,0.0
0.5,50,5,0,100,0.0
0.5,50,5,30,0,2.5
0.5,50,5,30,5,0.0
0.5,50,5,30,10,0.0
0.5,50,5,30,40,0.0
0.5,50,5,30,70,0.0
0.5,50,5,30,100,0.0
0.5,50,5,60,0,2.4
0.5,50,5,60,5,0.0
0.5,50,5,60,10,0.0
0.5,50,5,60,40,0.0
0.5,50,5,60,70,0.0
0.5,50,5,60,100,0.0
0.5,50,10,0,0,4.6
0.5,50,10,0,5,0.0
0.5,50,10,0,10,0.0
0.5,50,10,0,40,0.0
0.5,50,10,0,70,0.0
0.5,50,10,0,100,0.0
0.5,50,10,30,0,4.5
0.5,50,10,30,5,0.0
0.5,50,10,30,10,0.0
0.5,50,10,30,40,0.0
0.5,50,10,30,70,0.0
0.5,50,10,30,100,0.0
0.5,50,10,60,0,4.2
0.5,50,10,60,5,0.0
0.5,50,10,60,10,0.0
0.5,50,10,60,40,0.0
0.5,50,10,60,70,0.0
0.5,50,10,60,100,0.0
0.5,50,20,0,0,7.3
0.5,50,20,0,5,0.0
0.5,50,20,0,10,0.0
0.5,50,20,0,40,0.0
0.5,50,20,0,70,0.0
0.5,50,20,0,100,0.0
0.5,50,20,30,0,7.0
0.5,50,20,30,5,0.0
0.5,50,20,30,10,0.0
0.5,50,20,30,40,0.0
0.5,50,20,30,70,0.0
0.5,50,20,30,100,0.0
0.5,50,20,60,0,6.0
0.5,50,20,60,5,0.0
0.5,50,20,60,10,0.0
0.5,50,20,60,40,0.0
0.5,50,20,60,70,0.0
0.5,50,20,60,100,0.0
0.5,50,50,0,0,10.1
0.5,50,50,0,5,0.0
0.5,50,50,0,10,0.0
0.5,50,50,0,40,0.0
0.5,50,50,0,70,0.0
0.5,50,50,0,100,0.0
0.5,50,50,30,0,9.6
0.5,50,50,30,5,0.0
0.5,50,50,30,10,0.0
0.5,50,50,30,40,0.0
0.5,50,50,30,70,0.0
0.5,50,50,30,100,0.0
0.5,50,50,60,0,7.6
0.5,50,50,60,5,0.0
0.5,50,50,60,10,0.0
0.5,50,50,60,40,0.0
0.5,50,50,60,70,0.0
0.5,50,50,60,100,0.0
0.5,100,1,0,0,1.0
0.5,100,1,0,5,0.0
0.5,100,1,0,10,0.0
0.5,100,1,0,40,0.0
0.5,100,1,0,70,0.0
0.5,100,1,0,100,0.0
0.5,100,1,30,0,1.0
0.5,100,1,30,5,0.0
0.5,100,1,30,10,0.0
0.5,100,1,30,40,0.0
0.5,100,1,30,70,0.0
0.5,100,1,30,100,0.0
0.5,100,1,60,0,1.0
0.5,100,1,60,5,0.0
0.5,100,1,60,10,0.0
0.5,100,1,60,40,0.0
0.5,100,1,60,70,0.0
0.5,100,1,60,100,0.0
0.5,100,5,0,0,4.5
0.5,100,5,0,5,0.0
0.5,100,5,0,10,0.0
0.5,100,5,0,40,0.0
0.5,100,5,0,70,0.0
0.5,100,5,0,100,0.0
0.5,100,5,30,0,4.4
0.5,100,5,30,5,0.0
0.5,100,5,30,10,0.0
0.5,100,5,30,40,0.0
0.5,100,5,30,70,0.0
0.5,100,5,30,100,0.0
0.5,100,5,60,0,4.1
0.5,100,5,60,5,0.0
0.5,100,5,60,10,0.0
0.5,100,5,60,40,0.0
0.5,100,5,60,70,0.0
0.5,100,5,60,100,0.0
0.5,100,10,0,0,7.2
0.5,100,10,0,5,0.0
0.5,100,10,0,10,0.0
0.5,100,10,0,40,0.0
0.5,100,10,0,70,0.0
0.5,100,10,0,100,0.0
0.5,100,10,30,0,6.9
0.5,100,10,30,5,0.0
0.5,100,10,30,10,0.0
0.5,100,10,30,40,0.0
0.5,100,10,30,70,0.0
0.5,100,10,30,100,0.0
0.5,100,10,60,0,6.0
0.5,100,10,60,5,0.0
0.5,100,10,60,10,0.0
0.5,100,10,60,40,0.0
0.5,100,10,60,70,0.0
0.5,100,10,60,100,0.0
0.5,100,20,0,0,9.5
0.5,100,20,0,5,0.0
0.5,100,20,0,10,0.0
0.5,100,20,0,40,0.0
0.5,100,20,0,70,0.0
0.5,100,20,0,100,0.0
0.5,100,20,30,0,9.0
0.5,100,20,30,5,0.0
0.5,100,20,30,10,0.0
0.5,100,20,30,40,0.0
0.5,100,20,30,70,0.0
0.5,100,20,30,100,0.0
0.5,100,20,60,0,7.3
0.5,100,20,60,5,0.0
0.5,100,20,60,10,0.0
0.5,100,20,60,40,0.0
0.5,100,20,60,70,0.0
0.5,100,20,60,100,0.0
0.5,100,50,0,0,11.4
0.5,100,50,0,5,6.2
0.5,100,50,0,10,5.6
0.5,100,50,0,40,0.0
0.5,100,50,0,70,0.0
0.5,100,50,0,100,0.0
0.5,100,50,30,0,10.7
0.5,100,50,30,5,0.0
0.5,100,50,30,10,0.0
0.5,100,50,30,40,0.0
0.5,100,50,30,70,0.0
0.5,100,50,30,100,0.0
0.5,100,50,60,0,8.1
0.5,100,50,60,5,0.0
0.5,100,50,60,10,0.0
0.5,100,50,60,40,0.0
0.5,100,50,60,70,0.0
0.5,100,50,60,100,0.0
0.5,500,1,0,0,4.0
0.5,500,1,0,5,0.0
0.5,500,1,0,10,0.0
0.5,500,1,0,40,0.0
0.5,500,1,0,70,0.0
0.5,500,1,0,100,0.0
0.5,500,1,30,0,4.0
0.5,500,1,30,5,0.0
0.5,500,1,30,10,0.0
0.5,500,1,30,40,0.0
0.5,500,1,30,70,0.0
0.5,500,1,30,100,0.0
0.5,500,1,60,0,3.7
0.5,500,1,60,5,0.0
0.5,500,1,60,10,0.0
0.5,500,1,60,40,0.0
0.5,500,1,60,70,0.0
0.5,500,1,60,100,0.0
0.5,500,5,0,0,9.9
0.5,500,5,0,5,0.0
0.5,500,5,0,10,0.0
0.5,500,5,0,40,0.0
0.5,500,5,0,70,0.0
0.5,500,5,0,100,0.0
0.5,500,5,30,0,9.4
0.5,500,5,30,5,0.0
0.5,500,5,30,10,0.0
0.5,500,5,30,40,0.0
0.5,500,5,30,70,0.0
0.5,500,5,30,100,0.0
0.5,500,5,60,0,7.6
0.5,500,5,60,5,0.0
0.5,500,5,60,10,0.0
0.5,500,5,60,40,0.0
0.5,500,5,60,70,0.0
0.5,500,5,60,100,0.0
0.5,500,10,0,0,11.2
0.5,500,10,0,5,0.0
0.5,500,10,0,10,0.0
0.5,500,10,0,40,0.0
0.5,500,10,0,70,0.0
0.5,500,10,0,100,0.0
0.5,500,10,30,0,10.5
0.5,500,10,30,5,0.0
0.5,500,10,30,10,0.0
0.5,500,10,30,40,0.0
0.5,500,10,30,70,0.0
0.5,500,10,30,100,0.0
0.5,500,10,60,0,8.3
0.5,500,10,60,5,0.0
0.5,500,10,60,10,0.0
0.5,500,10,60,40,0.0
0.5,500,10,60,70,0.0
0.5,500,10,60,100,0.0
0.5,500,20,0,0,11.7
0.5,500,20,0,5,0.0
0.5,500,20,0,10,0.0
0.5,500,20,0,40,0.0
0.5,500,20,0,70,0.0
0.5,500,20,0,100,0.0
0.5,500,20,30,0,11.0
0.5,500,20,30,5,0.0
0.5,500,20,30,10,0.0
0.5,500,20,30,40,0.0
0.5,500,20,30,70,0.0
0.5,500,20,30,100,0.0
0.5,500,20,60,0,8.6
0.5,500,20,60,5,0.0
0.5,500,20,60,10,0.0
0.5,500,20,60,40,0.0
0.5,500,20,60,70,0.0
0.5,500,20,60,100,0.0
0.5,500,50,0,0,12.2
0.5,500,50,0,5,8.3
0.5,500,50,0,10,0.0
0.5,500,50,0,40,0.0
0.5,500,50,0,70,0.0
0.5,500,50,0,100,0.0
0.5,500,50,30,0,11.3
0.5,500,50,30,5,0.0
0.5,500,50,30,10,0.0
0.5,500,50,30,40,0.0
0.5,500,50,30,70,0.0
0.5,500,50,30,100,0.0
0.5,500,50,60,0,8.8
0.5,500,50,60,5,0.0
0.5,500,50,60,10,0.0
0.5,500,50,60,40,0.0
0.5,500,50,60,70,0.0
0.5,500,50,60,100,0.0
0.5,1000,1,0,0,6.3
0.5,1000,1,0,5,0.0
0.5,1000,1,0,10,0.0
0.5,1000,1,0,40,0.0
0.5,1000,1,0,70,0.0
0.5,1000,1,0,100,0.0
0.5,1000,1,30,0,6.1
0.5,1000,1,30,5,0.0
0.5,1000,1,30,10,0.0
0.5,1000,1,30,40,0.0
0.5,1000,1,30,70,0.0
0.5,1000,1,30,100,0.0
0.5,1000,1,60,0,5.5
0.5,1000,1,60,5,0.0
0.5,1000,1,60,10,0.0
0.5,1000,1,60,40,0.0
0.5,1000,1,60,70,0.0
0.5,1000,1,60,100,0.0
0.5,1000,5,0,0,11.3
0.5,1000,5,0,5,0.0
0.5,1000,5,0,10,0.0
0.5,1000,5,0,40,0.0
0.5,1000,5,0,70,0.0
0.5,1000,5,0,100,0.0
0.5,1000,5,30,0,10.6
0.5,1000,5,30,5,0.0
0.5,1000,5,30,10,0.0
0.5,1000,5,30,40,0.0
0.5,1000,5,30,70,0.0
0.5,1000,5,30,100,0.0
0.5,1000,5,60,0,8.3
0.5,1000,5,60,5,0.0
0.5,1000,5,60,10,0.0
0.5,1000,5,60,40,0.0
0.5,1000,5,60,70,0.0
0.5,1000,5,60,100,0.0
0.5,1000,10,0,0,11.7
0.5,1000,10,0,5,7.6
0.5,1000,10,0,10,0.0
0.5,1000,10,0,40,0.0
0.5,1000,10,0,70,0.0
0.5,1000,10,0,100,0.0
0.5,1000,10,30,0,10.9
0.5,1000,10,30,5,0.0
0.5,1000,10,30,10,0.0
0.5,1000,10,30,40,0.0
0.5,1000,10,30,70,0.0
0.5,1000,10,30,100,0.0
0.5,1000,10,60,0,8.6
0.5,1000,10,60,5,0.0
0.5,1000,10,60,10,0.0
0.5,1000,10,60,40,0.0
0.5,1000,10,60,70,0.0
0.5,1000,10,60,100,0.0
0.5,1000,20,0,0,12.1
0.5,1000,20,0,5,8.3
0.5,1000,20,0,10,0.0
0.5,1000,20,0,40,0.0
0.5,1000,20,0,70,0.0
0.5,1000,20,0,100,0.0
0.5,1000,20,30,0,11.3
0.5,1000,20,30,5,0.0
0.5,1000,20,30,10,0.0
0.5,1000,20,30,40,0.0
0.5,1000,20,30,70,0.0
0.5,1000,20,30,100,0.0
0.5,1000,20,60,0,8.8
0.5,1000,20,60,5,0.0
0.5,1000,20,60,10,0.0
0.5,1000,20,60,40,0.0
0.5,1000,20,60,70,0.0
0.5,1000,20,60,100,0.0
0.5,1000,50,0,0,12.3
0.5,1000,50,0,5,8.5
0.5,1000,50,0,10,0.0
0.5,1000,50,0,40,0.0
0.5,1000,50,0,70,0.0
0.5,1000,50,0,100,0.0
0.5,1000,50,30,0,11.5
0.5,1000,50,30,5,0.0
0.5,1000,50,30,10,0.0
0.5,1000,50,30,40,0.0
0.5,1000,50,30,70,0.0
0.5,1000,50,30,100,0.0
0.5,1000,50,60,0,8.9
0.5,1000,50,60,5,0.0
0.5,1000,50,60,10,0.0
0.5,1000,50,60,40,0.0
0.5,1000,50,60,70,0.0
0.5,1000,50,60,100,0.0
0.5,3000,1,0,0,9.8
0.5,3000,1,0,5,0.0
0.5,3000,1,0,10,0.0
0.5,3000,1,0,40,0.0
0.5,3000,1,0,70,0.0
0.5,3000,1,0,100,0.0
0.5,3000,1,30,0,9.3
0.5,3000,1,30,5,0.0
0.5,3000,1,30,10,0.0
0.5,3000,1,30,40,0.0
0.5,3000,1,30,70,0.0
0.5,3000,1,30,100,0.0
0.5,3000,1,60,0,7.6
0.5,3000,1,60,5,0.0
0.5,3000,1,60,10,0.0
0.5,3000,1,60,40,0.0
0.5,3000,1,60,70,0.0
0.5,3000,1,60,100,0.0
0.5,3000,5,0,0,11.9
0.5,3000,5,0,5,8.2
0.5,3000,5,0,10,0.0
0.5,3000,5,0,40,0.0
0.5,3000,5,0,70,0.0
0.5,3000,5,0,100,0.0
0.5,3000,5,30,0,11.1
0.5,3000,5,30,5,0.0
0.5,3000,5,30,10,0.0
0.5,3000,5,30,40,0.0
0.5,3000,5,30,70,0.0
0.5,3000,5,30,100,0.0
0.5,3000,5,60,0,8.7
0.5,3000,5,60,5,0.0
0.5,3000,5,60,10,0.0
0.5,3000,5,60,40,0.0
0.5,3000,5,60,70,0.0
0.5,3000,5,60,100,0.0
0.5,3000,10,0,0,12.2
0.5,3000,10,0,5,8.4
0.5,3000,10,0,10,0.0
0.5,3000,10,0,40,0.0
0.5,3000,10,0,70,0.0
0.5,3000,10,0,100,0.0
0.5,3000,10,30,0,11.4
0.5,3000,10,30,5,0.0
0.5,3000,10,30,10,0.0
0.5,3000,10,30,40,0.0
0.5,3000,10,30,70,0.0
0.5,3000,10,30,100,0.0
0.5,3000,10,60,0,8.9
0.5,3000,10,60,5,0.0
0.5,3000,10,60,10,0.0
0.5,3000,10,60,40,0.0
0.5,3000,10,60,70,0.0
0.5,3000,10,60,100,0.0
0.5,3000,20,0,0,12.3
0.5,3000,20,0,5,8.5
0.5,3000,20,0,10,0.0
0.5,3000,20,0,40,0.0
0.5,3000,20,0,70,0.0
0.5,3000,20,0,100,0.0
0.5,3000,20,30,0,11.5
0.5,3000,20,30,5,0.0
0.5,3000,20,30,10,0.0
0.5,3000,20,30,40,0.0
0.5,3000,20,30,70,0.0
0.5,3000,20,30,100,0.0
0.5,3000,20,60,0,8.9
0.5,3000,20,60,5,0.0
0.5,3000,20,60,10,0.0
0.5,3000,20,60,40,0.0
0.5,3000,20,60,70,0.0
0.5,3000,20,60,100,0.0
0.5,3000,50,0,0,12.4
0.5,3000,50,0,5,8.5
0.5,3000,50,0,10,0.0
0.5,3000,50,0,40,0.0
0.5,3000,50,0,70,0.0
0.5,3000,50,0,100,0.0
0.5,3000,50,30,0,11.5
0.5,3000,50,30,5,0.0
0.5,3000,50,30,10,0.0
0.5,3000,50,30,40,0.0
0.5,3000,50,30,70,0.0
0.5,3000,50,30,100,0.0
0.5,3000,50,60,0,9.0
0.5,3000,50,60,5,0.0
0.5,3000,50,60,10,0.0
0.5,3000,50,60,40,0.0
0.5,3000,50,60,70,0.0
0.5,3000,50,60,100,0.0
